,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,Agency_size,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
1126,26,male,germany,NA,yes,yes,yes,often,Small,no,yes,no,no,no,no,not sure,not sure,not sure,no,yes,yes,not sure,yes,no,yes
1127,20,female,united states of america,New York,no,no,yes,sometimes,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
1128,31,non-binary,united states of america,Alabama,yes,yes,yes,often,Small,yes,yes,yes,yes,yes,yes,yes,very easy,yes,yes,yes,yes,yes,yes,yes,yes
1129,37,male,netherlands,NA,no,yes,no,sometimes,Small,no,yes,no,no,no,no,yes,somewhat easy,not sure,no,yes,yes,no,not sure,yes,no
1130,28,male,united states of america,Michigan,no,no,no,NA,Big,no,no,yes,no,no,no,yes,somewhat easy,not sure,no,no,no,no,yes,no,no
1131,42,female,united states of america,Washington,no,yes,yes,sometimes,Small,no,no,yes,yes,no,no,not sure,not sure,yes,no,yes,yes,no,yes,no,no
1132,32,male,united kingdom,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,not sure,no,no,no,no,no,not sure,yes
1133,36,female,united states of america,Tennessee,no,yes,yes,rarely,Big,yes,yes,yes,yes,no,no,yes,somewhat easy,not sure,not sure,yes,no,no,no,not sure,no
1134,27,male,new zealand,NA,no,no,no,rarely,Small,no,yes,no,yes,no,yes,no,somewhat difficult,yes,no,no,no,no,not sure,no,yes
1135,27,male,new zealand,NA,no,no,no,rarely,Small,no,yes,no,yes,no,yes,no,somewhat difficult,yes,no,no,no,no,not sure,no,yes
1136,27,male,united kingdom,NA,no,no,yes,sometimes,Big,no,no,no,no,no,no,yes,somewhat easy,not sure,no,yes,yes,not sure,not sure,no,no
1137,25,male,united kingdom,NA,no,yes,yes,sometimes,Small,yes,yes,no,no,no,no,yes,very easy,no,no,yes,yes,no,not sure,yes,no
1138,41,male,united kingdom,NA,no,yes,no,NA,Small,no,yes,no,no,no,no,not sure,somewhat difficult,not sure,not sure,yes,yes,not sure,not sure,not sure,no
1139,23,male,germany,NA,no,yes,yes,sometimes,Small,no,yes,not sure,not sure,no,no,not sure,somewhat easy,not sure,no,no,no,no,no,not sure,no
1140,21,male,united kingdom,NA,no,no,yes,sometimes,Big,no,no,not sure,no,no,not sure,not sure,not sure,not sure,no,yes,no,no,no,not sure,no
1141,26,male,moldova,NA,no,no,yes,often,Small,no,yes,no,yes,no,no,yes,very difficult,no,no,yes,yes,yes,yes,not sure,no
1142,29,male,sweden,NA,no,no,no,rarely,Big,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,yes,not sure,yes
1143,28,male,belgium,NA,no,no,no,sometimes,Big,no,no,no,no,no,no,not sure,somewhat easy,yes,not sure,no,no,no,no,not sure,yes
1144,27,female,united kingdom,NA,no,yes,no,NA,Big,no,no,no,yes,no,no,yes,not sure,not sure,no,no,no,no,yes,yes,no
1145,23,male,israel,NA,no,no,no,never,Big,no,no,no,yes,yes,yes,yes,somewhat difficult,no,no,yes,yes,no,yes,yes,no
1146,26,female,united states of america,New York,no,yes,no,sometimes,Small,yes,yes,not sure,no,no,no,not sure,not sure,not sure,no,no,no,no,no,not sure,no
1147,38,male,united kingdom,NA,no,yes,yes,sometimes,Small,no,yes,no,not sure,not sure,not sure,not sure,very easy,no,no,yes,yes,not sure,yes,not sure,no
1148,39,male,united kingdom,NA,no,yes,yes,sometimes,Big,no,no,no,no,no,no,yes,very easy,not sure,not sure,yes,yes,not sure,not sure,yes,no
1149,35,male,united states of america,Indiana,no,yes,yes,often,Big,no,no,yes,yes,no,yes,not sure,somewhat easy,yes,no,no,yes,no,yes,not sure,no
1150,32,male,united states of america,North Carolina,no,no,no,rarely,Small,no,yes,yes,not sure,no,not sure,not sure,not sure,not sure,no,no,yes,no,not sure,not sure,no
1151,32,male,united states of america,California,no,no,yes,sometimes,Big,no,yes,yes,yes,yes,yes,yes,somewhat difficult,not sure,not sure,yes,yes,no,no,not sure,yes
1152,26,male,united kingdom,NA,no,no,no,never,Small,no,yes,no,no,no,no,not sure,not sure,yes,not sure,yes,no,no,not sure,not sure,no
1153,38,male,canada,NA,no,yes,yes,rarely,Medium,no,yes,not sure,not sure,no,not sure,not sure,not sure,no,no,yes,yes,no,not sure,no,no
1154,34,female,united kingdom,NA,no,yes,no,rarely,Small,no,no,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
1155,39,male,united states of america,Tennessee,no,yes,yes,often,Small,no,no,not sure,not sure,no,no,not sure,somewhat easy,yes,no,yes,yes,no,not sure,not sure,no
1156,32,male,canada,NA,yes,no,no,never,Small,yes,yes,not sure,not sure,no,no,not sure,very easy,no,no,yes,yes,not sure,not sure,yes,no
1157,37,male,netherlands,NA,yes,no,no,never,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,very easy,yes,yes,yes,yes,no,no,not sure,no
1158,31,male,united kingdom,NA,no,yes,yes,never,Small,no,yes,not sure,not sure,no,not sure,not sure,somewhat easy,no,no,yes,yes,no,no,not sure,no
1159,30,male,united states of america,Minnesota,no,yes,yes,rarely,Small,no,yes,no,yes,no,no,not sure,not sure,no,no,no,no,no,no,not sure,no
1160,51,male,singapore,NA,no,no,no,never,Big,yes,yes,not sure,no,no,not sure,not sure,not sure,yes,no,no,no,no,no,no,no
1161,29,male,united states of america,North Carolina,no,no,yes,sometimes,Small,no,yes,yes,yes,no,no,not sure,not sure,yes,no,yes,yes,no,not sure,not sure,no
1162,31,male,united kingdom,NA,no,no,no,never,Medium,no,yes,yes,no,no,yes,not sure,not sure,not sure,yes,yes,no,no,no,yes,no
1163,31,male,india,NA,no,no,no,NA,Small,no,yes,not sure,not sure,no,no,not sure,not sure,yes,yes,no,no,no,no,not sure,no
1164,26,male,united states of america,Texas,no,yes,yes,sometimes,Small,yes,yes,not sure,no,no,not sure,not sure,somewhat easy,not sure,no,yes,yes,not sure,not sure,not sure,no
1165,46,female,united states of america,California,no,no,yes,often,Medium,yes,no,yes,yes,no,no,yes,not sure,not sure,no,yes,yes,no,not sure,no,no
1166,32,male,united states of america,California,no,yes,no,sometimes,Big,no,yes,yes,no,yes,not sure,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
1167,29,male,united states of america,Illinois,no,yes,yes,sometimes,Small,no,no,yes,yes,yes,yes,not sure,not sure,not sure,no,yes,no,no,not sure,not sure,no
1168,34,male,poland,NA,no,no,no,never,Big,yes,yes,not sure,not sure,no,no,not sure,not sure,not sure,no,yes,yes,no,yes,not sure,no
1169,26,male,colombia,NA,no,no,no,often,Small,no,yes,no,no,no,no,no,very difficult,yes,no,no,no,no,not sure,yes,no
1170,32,female,united states of america,Pennsylvania,no,no,yes,sometimes,Big,no,yes,yes,yes,no,not sure,not sure,not sure,not sure,no,yes,no,no,no,no,no
1171,29,male,united states of america,Illinois,no,no,no,NA,Big,no,yes,not sure,not sure,no,no,not sure,not sure,not sure,no,yes,yes,not sure,yes,no,no
1172,30,male,united states of america,Illinois,no,no,no,NA,Big,no,no,yes,no,yes,yes,not sure,not sure,yes,not sure,no,no,no,no,not sure,no
1173,40,female,united states of america,Minnesota,no,yes,yes,sometimes,Small,no,yes,yes,yes,no,yes,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,yes
1174,23,male,united kingdom,NA,no,no,yes,sometimes,Small,no,yes,no,no,no,no,not sure,very difficult,not sure,no,yes,yes,yes,yes,no,yes
1175,20,male,georgia,NA,no,no,no,rarely,Small,no,no,no,no,no,no,not sure,very difficult,yes,yes,yes,no,no,not sure,no,no
1176,38,male,united states of america,New York,no,yes,no,NA,Small,no,yes,not sure,no,no,no,not sure,somewhat difficult,no,no,yes,yes,no,no,not sure,yes
1177,26,female,united states of america,Michigan,no,yes,yes,rarely,Medium,no,yes,yes,no,no,no,not sure,not sure,not sure,not sure,no,no,no,not sure,no,no
1178,29,male,united states of america,Ohio,no,no,no,never,Small,no,yes,no,no,no,not sure,not sure,not sure,no,no,yes,yes,no,yes,no,yes
1179,40,male,china,NA,yes,no,no,sometimes,Small,yes,yes,no,yes,no,no,not sure,somewhat easy,no,no,yes,yes,not sure,not sure,not sure,no
1180,25,female,bulgaria,Utah,no,no,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,not sure,not sure,not sure,yes,yes,not sure,no,no,no
1181,32,female,united states of america,New York,no,no,yes,sometimes,Small,no,yes,yes,yes,no,no,yes,not sure,not sure,not sure,yes,no,no,no,no,no
1182,38,male,united states of america,California,no,yes,yes,sometimes,Big,no,no,yes,yes,yes,yes,yes,not sure,not sure,no,yes,no,no,not sure,no,yes
1183,72,female,united states of america,Indiana,no,yes,yes,never,Medium,yes,no,yes,not sure,not sure,yes,not sure,somewhat easy,not sure,not sure,yes,yes,no,no,not sure,yes
1184,35,female,united states of america,Indiana,no,yes,yes,sometimes,Small,yes,yes,no,no,no,no,yes,not sure,not sure,not sure,yes,yes,no,no,yes,no
1185,28,female,united states of america,Virginia,no,no,yes,often,Small,no,yes,no,yes,no,no,not sure,very difficult,yes,not sure,yes,yes,no,no,not sure,no
1186,27,female,united states of america,Oklahoma,no,no,no,never,Medium,no,no,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,no,yes,no
1187,56,female,united states of america,Oregon,yes,no,no,rarely,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,not sure,no
1188,38,male,united states of america,Alabama,no,yes,yes,sometimes,Small,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
1189,31,female,belgium,NA,no,no,no,NA,Small,no,yes,not sure,not sure,no,no,yes,very easy,not sure,no,yes,yes,no,no,not sure,no
1190,40,male,united states of america,Alabama,no,yes,yes,sometimes,Small,no,yes,yes,yes,no,no,yes,not sure,not sure,no,yes,no,no,no,yes,no
1191,44,male,united states of america,Ohio,no,yes,yes,sometimes,Medium,no,yes,yes,yes,no,yes,yes,not sure,not sure,no,yes,yes,no,no,not sure,no
1192,34,male,canada,NA,no,yes,no,sometimes,Big,no,yes,yes,not sure,yes,yes,yes,not sure,not sure,no,no,no,no,not sure,not sure,no
1193,37,male,united kingdom,NA,no,no,no,never,Small,yes,yes,not sure,no,no,no,not sure,somewhat easy,no,no,yes,yes,no,yes,not sure,no
1194,38,male,italy,NA,no,no,no,never,Small,no,yes,not sure,not sure,not sure,not sure,yes,not sure,no,no,yes,yes,yes,not sure,no,no
1195,27,male,germany,NA,no,no,no,NA,Small,no,yes,not sure,not sure,no,no,not sure,not sure,no,no,yes,yes,yes,yes,not sure,no
1196,34,female,ireland,NA,no,no,yes,sometimes,Medium,no,no,yes,yes,yes,no,yes,not sure,yes,yes,yes,yes,no,no,yes,no
1197,35,female,ireland,NA,no,no,no,rarely,Small,no,yes,not sure,no,no,no,no,not sure,not sure,no,yes,no,no,not sure,no,no
1198,34,male,ireland,NA,no,no,yes,often,Small,no,yes,no,no,no,no,not sure,somewhat difficult,yes,not sure,yes,yes,no,not sure,no,no
1199,32,male,united states of america,Texas,no,no,yes,often,Small,yes,yes,yes,not sure,no,not sure,not sure,very difficult,yes,not sure,yes,no,no,no,not sure,no
1200,25,male,ireland,NA,no,no,no,NA,Medium,no,yes,not sure,not sure,no,not sure,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
1201,28,male,australia,NA,no,no,yes,often,Medium,yes,yes,no,yes,no,no,not sure,not sure,yes,no,no,no,no,not sure,no,no
1202,28,female,united states of america,Texas,no,no,yes,rarely,Small,no,yes,yes,no,no,no,not sure,somewhat easy,yes,yes,yes,no,no,no,no,yes
1203,31,male,brazil,NA,yes,no,yes,NA,Small,no,yes,no,yes,no,no,no,not sure,no,no,yes,yes,no,not sure,not sure,no
1204,24,male,united kingdom,NA,no,no,no,NA,Medium,no,yes,not sure,not sure,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,not sure,not sure,no
1205,34,male,ireland,NA,no,yes,yes,never,Small,yes,yes,no,no,no,no,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
1206,32,male,ireland,NA,no,no,yes,sometimes,Small,no,yes,no,no,no,no,not sure,somewhat easy,no,no,yes,yes,no,not sure,not sure,no
1207,34,male,united kingdom,NA,no,yes,no,often,Small,yes,no,not sure,not sure,no,no,not sure,somewhat easy,not sure,no,yes,yes,not sure,yes,yes,no
1208,23,male,united states of america,Texas,no,no,yes,sometimes,Small,no,yes,no,yes,no,no,no,very easy,not sure,not sure,yes,yes,no,no,no,no
1209,33,male,czech republic,NA,no,yes,no,often,Medium,no,yes,no,yes,no,no,not sure,somewhat easy,no,no,yes,yes,not sure,not sure,not sure,yes
1210,29,male,singapore,NA,no,yes,yes,sometimes,Small,no,yes,not sure,not sure,no,no,not sure,somewhat difficult,not sure,no,no,no,no,not sure,no,no
1211,24,male,ireland,NA,no,yes,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,not sure,not sure,no,no,no,no,not sure,no
1212,45,male,ireland,NA,no,no,no,never,Big,yes,yes,not sure,not sure,no,no,not sure,not sure,yes,no,yes,yes,no,no,no,yes
1213,34,female,united kingdom,NA,no,no,yes,sometimes,Big,no,no,no,yes,no,yes,yes,somewhat difficult,not sure,not sure,yes,yes,no,not sure,no,yes
1214,31,male,philippines,NA,no,no,no,sometimes,Big,no,yes,not sure,no,no,no,not sure,very difficult,yes,yes,yes,no,no,not sure,no,yes
1215,33,male,united states of america,Florida,no,no,yes,often,Small,yes,yes,yes,yes,no,no,yes,not sure,not sure,no,yes,no,no,not sure,not sure,no
1216,28,male,netherlands,NA,no,no,no,NA,Small,no,yes,no,not sure,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,no,not sure,no
1217,27,male,united kingdom,NA,no,no,no,rarely,Big,yes,no,not sure,not sure,no,yes,not sure,not sure,no,no,yes,yes,no,no,not sure,no
1218,42,male,ireland,NA,no,no,no,never,Small,no,yes,no,yes,no,no,no,somewhat difficult,yes,yes,yes,yes,no,no,no,no
1219,28,male,netherlands,NA,no,no,no,NA,Small,no,yes,no,not sure,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,no,not sure,no
1220,38,male,united states of america,Texas,no,no,yes,sometimes,Big,yes,yes,yes,no,yes,yes,yes,very easy,no,no,yes,yes,no,no,not sure,no
1221,46,male,united states of america,California,no,yes,yes,often,Small,no,yes,not sure,no,no,no,not sure,not sure,not sure,no,yes,no,no,no,no,no
1222,46,male,united states of america,Maryland,no,yes,yes,sometimes,Medium,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,yes,yes,not sure,no
1223,41,female,netherlands,NA,yes,no,yes,rarely,Small,yes,yes,not sure,yes,not sure,yes,no,somewhat easy,no,no,yes,yes,yes,yes,yes,no
1224,23,male,united kingdom,NA,no,no,no,never,Small,no,yes,not sure,no,no,no,not sure,somewhat easy,not sure,no,yes,yes,no,not sure,yes,yes
1225,24,male,ireland,NA,no,yes,yes,sometimes,Big,no,yes,yes,yes,no,yes,not sure,somewhat easy,not sure,no,yes,no,no,not sure,yes,yes
1226,23,female,ireland,NA,no,no,yes,rarely,Small,no,yes,no,yes,yes,no,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
1227,39,male,netherlands,NA,no,no,no,NA,Big,no,no,yes,not sure,yes,not sure,not sure,somewhat easy,not sure,not sure,no,yes,no,no,yes,no
1228,32,female,ireland,NA,no,yes,no,never,Big,no,yes,yes,yes,not sure,yes,yes,not sure,not sure,no,yes,yes,no,no,not sure,no
1229,25,male,united states of america,Minnesota,no,yes,yes,sometimes,Small,no,yes,not sure,yes,no,no,not sure,somewhat easy,yes,no,yes,yes,no,not sure,not sure,no
1230,39,male,greece,NA,no,no,no,NA,Small,yes,yes,no,no,no,no,yes,not sure,yes,no,no,no,no,no,not sure,no
1231,23,female,united kingdom,NA,no,yes,yes,sometimes,Small,no,yes,no,yes,no,yes,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
1232,24,male,united kingdom,NA,yes,no,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,not sure,not sure,yes
1233,25,male,united kingdom,NA,no,yes,yes,sometimes,Big,no,no,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,yes,yes,yes,no
1234,23,male,united kingdom,NA,no,no,yes,rarely,Small,no,yes,no,yes,no,no,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
1235,24,male,united kingdom,NA,no,no,yes,sometimes,Small,no,no,not sure,no,no,not sure,not sure,not sure,yes,not sure,no,no,no,not sure,not sure,no
1236,23,male,canada,NA,no,no,yes,often,Small,no,yes,yes,yes,yes,not sure,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
1237,60,male,united states of america,California,no,no,yes,often,Big,yes,yes,not sure,no,yes,not sure,not sure,somewhat easy,not sure,not sure,yes,no,no,not sure,not sure,no
1238,28,male,ireland,NA,no,no,no,sometimes,Small,no,yes,no,yes,no,no,yes,not sure,yes,not sure,no,no,no,no,no,yes
1239,28,male,united states of america,Tennessee,no,yes,yes,often,Big,no,no,yes,yes,yes,yes,yes,somewhat easy,yes,not sure,yes,yes,no,no,no,yes
1240,30,male,netherlands,NA,no,no,no,sometimes,Medium,no,yes,not sure,no,no,no,not sure,not sure,not sure,no,yes,yes,not sure,yes,not sure,no
1241,31,male,germany,NA,no,yes,yes,sometimes,Medium,no,yes,not sure,no,no,no,yes,somewhat easy,no,no,yes,no,no,no,not sure,no
1242,31,male,poland,NA,yes,no,yes,often,Small,yes,yes,no,no,no,no,not sure,somewhat easy,not sure,no,yes,no,no,no,not sure,no
1243,28,male,ireland,NA,no,no,yes,rarely,Small,no,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,no,no,no,not sure,not sure,no
1244,43,female,united states of america,Florida,no,yes,yes,rarely,Big,yes,yes,yes,yes,no,yes,not sure,not sure,no,no,yes,yes,no,no,not sure,no
1245,32,female,united kingdom,NA,no,no,no,NA,Big,no,no,no,no,no,not sure,not sure,not sure,not sure,no,yes,yes,no,yes,no,no
1246,22,male,australia,NA,no,yes,yes,often,Medium,no,no,yes,yes,yes,yes,yes,not sure,not sure,not sure,no,yes,no,not sure,not sure,yes
1247,32,male,united states of america,Oregon,no,no,no,never,Medium,no,yes,yes,not sure,not sure,yes,not sure,somewhat easy,no,no,no,yes,not sure,yes,not sure,no
1248,36,male,finland,NA,no,no,yes,often,Small,no,yes,no,no,no,no,no,very difficult,yes,no,yes,no,no,not sure,not sure,yes
1249,41,female,united states of america,Washington,no,yes,yes,sometimes,Small,no,yes,yes,no,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,not sure,no
1250,30,male,united states of america,California,no,yes,yes,sometimes,Small,no,yes,yes,yes,not sure,no,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
1251,30,male,united states of america,California,yes,yes,yes,often,Small,no,yes,yes,not sure,yes,yes,not sure,not sure,no,no,yes,yes,not sure,not sure,yes,no
1252,36,male,south africa,NA,no,yes,yes,often,Medium,no,no,no,yes,no,no,not sure,somewhat easy,no,no,yes,yes,no,yes,yes,no
1253,29,male,united states of america,North Carolina,no,yes,yes,sometimes,Medium,yes,yes,yes,yes,yes,no,yes,not sure,yes,no,yes,no,no,not sure,no,no
1254,36,male,united states of america,Utah,no,yes,no,rarely,Big,no,no,not sure,no,yes,yes,not sure,somewhat easy,not sure,not sure,yes,yes,no,no,not sure,no
1255,26,male,united kingdom,NA,no,no,yes,NA,Small,no,yes,no,no,no,no,not sure,somewhat easy,no,no,yes,yes,no,no,not sure,no
1256,32,male,united states of america,Illinois,no,yes,yes,often,Small,yes,yes,yes,yes,no,no,yes,somewhat difficult,no,no,yes,yes,no,no,yes,no
1257,34,male,united states of america,California,no,yes,yes,sometimes,Big,no,yes,yes,yes,no,no,not sure,somewhat difficult,yes,yes,no,no,no,no,no,no
1258,46,female,united states of america,North Carolina,no,no,no,NA,Medium,yes,yes,no,yes,no,no,not sure,not sure,yes,no,no,no,no,no,no,no
